"M.Z","Intensity"
10.8114252413468,2188
10.8200359906697,2128
10.8284773580044,2123
10.8367493433511,2047
10.8448519467097,2110
10.8527851680802,2064
10.8605490074625,2047
10.8681434648568,2020
10.8755685402631,2049
10.8828242336812,2045
10.8899105451112,2102
10.8968274745532,2124
10.903575022007,2006
10.9101531874728,1989
10.9165619709504,1976
10.92280137244,1937
10.9288713919415,1894
10.9347720294549,1979
10.9405032849802,1882
10.9460651585174,1963
10.9514576500666,2069
10.9566807596276,2296
10.9617344872005,2307
10.9666188327854,2419
10.9713337963822,2390
10.9758793779908,2368
10.9802555776114,2456
10.9844623952439,2330
10.9884998308883,2430
10.9923678845447,2281
10.9960665562129,2138
10.999595845893,2057
11.0029557535851,2041
11.006146279289,2091
11.0091674230049,2126
11.0120191847326,2201
11.0147015644723,2221
11.0172145622239,2295
11.0195581779874,2245
11.0217324117628,2247
11.0237372635501,2281
11.0255727333494,2183
11.0272388211605,2247
11.0287355269836,2149
11.0300628508185,2063
11.0312207926654,2035
11.0322093525242,1941
11.0330285303949,1909
11.0336783262775,1906
11.034158740172,1933
11.0344697720784,1936
11.0346114219967,1989
11.0346583079275,2054
11.0348554219853,2048
11.0352219180313,2071
11.0357577960653,2139
11.0364630560874,2179
11.0373376980976,2284
11.038381722096,2263
11.0395951280823,2230
11.0409779160568,2189
11.0425300860194,2212
11.0442516379701,2211
11.0461425719088,2231
11.0482028878357,2214
11.0504325857506,2216
11.0528316656537,2195
11.0554001275448,2232
11.058137971424,2225
11.0610451972913,2210
11.0641218051467,2227
11.0673677949902,2274
11.0707831668217,2247
11.0743679206414,2238
11.0781220564491,2178
11.082045574245,2189
11.0861384740289,2144
11.0904007558009,2173
11.0948324195611,2154
11.0994334653093,2138
11.1042038930456,2123
11.1091437027699,2043
11.1142528944824,2048
11.119531468183,2081
11.1249794238716,2075
11.1305967615484,2082
11.1363834812132,2060
11.1423395828661,2045
11.1484650665072,2066
11.1547599321363,2061
11.1612241797535,2074
11.1678578093588,2056
11.1746608209521,2136
11.1816332145336,2081
11.1887749901032,2094
11.1960861476608,2137
11.2035666872066,2115
11.2112166087404,2174
11.2190359122623,2164
11.2270245977723,2171
11.2351826652704,2196
11.2435101147566,2152
11.2520069462309,2132
11.2606731596933,2138
11.2695087551437,2183
11.2785137325823,2170
11.2876880920089,2137
11.2970318334237,2193
11.3065449568265,2166
11.3162274622174,2126
11.3260793495964,2158
11.3361006189635,2143
11.3462912703187,2207
11.356651303662,2143
11.3671807189933,2175
11.3778795163128,2174
11.3887476956204,2138
11.399785256916,2164
11.4109922001997,2159
11.4223685254715,2158
11.4339142327314,2142
11.4456293219794,2177
11.4575137932155,2123
11.4695676464397,2128
11.481790881652,2181
11.4941834988524,2196
11.5067454980408,2174
11.5194768792173,2159
11.532377642382,2189
11.5454477875347,2177
11.5586873146755,2212
11.5720962238044,2169
11.5856745149214,2156
11.5994221880265,2180
11.6133392431197,2206
11.6274256802009,2147
11.6416814992703,2158
11.6561067003277,2131
11.6707012833733,2099
11.6854652484069,2167
11.7003985954286,2142
11.7155013244384,2138
11.7307734354363,2104
11.7462149284223,2099
11.7618258033964,2113
11.7776060603586,2128
11.7935556993088,2128
11.8096747202472,2107
11.8259631231736,2166
11.8424209080881,2090
11.8590480749908,2121
11.8758446238815,2088
11.8928105547603,2140
11.9099458676272,2135
11.9272505624822,2124
11.9447246393252,2119
11.9623680981564,2099
11.9801809389756,2126
11.998163161783,2112
12.0163147665784,2156
12.0346357533619,2138
12.0531261221336,2138
12.0717858728933,2128
12.0906150056411,2166
12.109613520377,2157
12.1287814171009,2169
12.148118695813,2180
12.1676253565132,2159
12.1873013992014,2142
12.2071468238777,2229
12.2271616305422,2175
12.2473458191947,2138
12.2676993898353,2200
12.288222342464,2190
12.3089146770808,2167
12.3297763936857,2163
12.3508074922786,2161
12.3720079728597,2199
12.3933778354288,2187
12.4149170799861,2173
12.4366257065314,2173
12.4585037150648,2113
12.4805511055864,2162
12.502767878096,2200
12.5251540325937,2157
12.5477095690794,2126
12.5704344875533,2156
12.5933287880153,2130
12.6163924704653,2167
12.6396255349035,2208
12.6630279813297,2170
12.686599809744,2170
12.7103410201465,2198
12.734251612537,2153
12.7583315869156,2214
12.7825809432823,2142
12.806999681637,2132
12.8315878019799,2129
12.8563453043109,2152
12.8812721886299,2135
12.9063684549371,2138
12.9316341032323,2157
12.9570691335156,2171
12.982673545787,2207
13.0084473400465,2150
13.0343905162941,2162
13.0605030745298,2181
13.0867850147536,2160
13.1132363369654,2184
13.1398570411654,2184
13.1666471273534,2186
13.1936065955296,2171
13.2207354456938,2170
13.2480336778461,2175
13.2755012919865,2198
13.303138288115,2158
13.3309446662316,2169
13.3589204263363,2200
13.387065568429,2164
13.4153800925099,2119
13.4438639985788,2177
13.4725172866359,2151
13.501339956681,2129
13.5303320087142,2129
13.5594934427355,2150
13.5888242587449,2112
13.6183244567424,2101
13.647994036728,2133
13.6778329987017,2105
13.7078413426634,2132
13.7380190686133,2088
13.7683661765512,2127
13.7988826664773,2094
13.8295685383914,2113
13.8604237922936,2136
13.8914484281839,2101
13.9226424460623,2153
13.9540058459288,2137
13.9855386277833,2117
14.017240791626,2160
14.0491123374568,2164
14.0811532652756,2145
14.1133635750826,2184
14.1457432668776,2162
14.1782923406607,2137
14.2110107964319,2155
14.2438986341912,2192
14.2769558539386,2181
14.3101824556741,2192
14.3435784393976,2162
14.3771438051093,2215
14.410878552809,2184
14.4447826824969,2176
14.4788561941728,2196
14.5130990878368,2187
14.5475113634889,2188
14.5820930211291,2178
14.6168440607574,2202
14.6517644823738,2144
14.6868542859783,2151
14.7221134715709,2163
14.7575420391515,2199
14.7931399887202,2127
14.8289073202771,2130
14.864844033822,2154
14.900950129355,2124
14.9372256068761,2132
14.9736704663853,2117
15.0102847078826,2154
15.047068331368,2117
15.0840213368415,2122
15.121143724303,2111
15.1584354937527,2104
15.1958966451904,2124
15.2335271786162,2133
15.2713270940301,2113
15.3092963914321,2129
15.3474350708222,2140
15.3857431322004,2146
15.4242205755667,2130
15.4628674009211,2140
15.5016836082635,2160
15.5406691975941,2122
15.5798241689127,2154
15.6191485222195,2180
15.6586422575143,2164
15.6983053747972,2180
15.7381378740682,2138
15.7781397553273,2142
15.8183110185745,2163
15.8586516638098,2186
15.8991616910331,2142
15.9398411002446,2175
15.9806898914441,2130
16.0217080646318,2164
16.0628956198075,2148
16.1042525569713,2197
16.1457788761232,2160
16.1874745772632,2130
16.2293396603913,2142
16.2713741255075,2134
16.3135779726117,2137
16.3559512017041,2157
16.3984938127846,2119
16.4412058058531,2164
16.4840871809097,2117
16.5271379379544,2131
16.5703580769873,2141
16.6137475980082,2185
16.6573065010171,2123
16.7010347860142,2138
16.7449324529994,2124
16.7889995019727,2143
16.833235932934,2137
16.8776417458835,2144
16.922216940821,2154
16.9669615177466,2165
17.0118754766603,2118
17.0569588175621,2154
17.102211540452,2182
17.14763364533,2173
17.1932251321961,2144
17.2389860010503,2140
17.2849162518925,2172
17.3310158847229,2156
17.3772848995413,2159
17.4237232963478,2137
17.4703310751424,2169
17.5171082359252,2170
17.564054778696,2171
17.6111707034548,2142
17.6584560102018,2168
17.7059106989369,2189
17.75353476966,2115
17.8013282223713,2139
17.8492910570706,2149
17.8974232737581,2136
17.9457248724336,2155
17.9941958530972,2129
18.0428362157489,2152
18.0916459603887,2139
18.1406250870166,2154
18.1897735956326,2102
18.2390914862366,2125
18.2885787588288,2123
18.338235413409,2137
18.3880614499774,2163
18.4380568685338,2121
18.4882216690783,2148
18.5385558516109,2157
18.5890594161316,2140
18.6397323626404,2143
18.6905746911373,2145
18.7415864016222,2148
18.7927674940953,2145
18.8441179685564,2139
18.8956378250057,2148
18.947327063443,2146
18.9991856838684,2192
19.0512136862819,2144
19.1034110706835,2152
19.1557778370732,2160
19.208313985451,2166
19.2610195158169,2159
19.3138944281709,2184
19.3669387225129,2136
19.4201523988431,2161
19.4735354571613,2131
19.5270878974676,2143
19.580809719762,2149
19.6347009240445,2157
19.6887615103151,2171
19.7429914785738,2129
19.7973908288206,2119
19.8519595610554,2150
19.9066976752784,2170
19.9616051714894,2163
20.0166820496886,2123
20.0719283098758,2138
20.1273439520511,2161
20.1829289762145,2102
20.238683382366,2178
20.2946071705056,2170
20.3507003406333,2151
20.4069628927491,2141
20.4633948268529,2134
20.5199961429449,2144
20.5767668410249,2136
20.6337069210931,2165
20.6908163831493,2166
20.7480952271936,2139
20.805543453226,2130
20.8631610612465,2180
20.9209480512551,2144
20.9789044232518,2151
21.0370301772365,2147
21.0953253132094,2136
21.1537898311703,2149
21.2124237311193,2197
21.2712270130565,2124
21.3301996769817,2147
21.389341722895,2137
21.4486531507964,2156
21.5081339606859,2144
21.5677841525635,2159
21.6276037264291,2123
21.6875926822829,2174
21.7477510201247,2131
21.8080787399547,2145
21.8685758417727,2178
21.9292423255788,2114
21.990078191373,2172
22.0510834391553,2155
22.1122580689257,2156
22.1736020806842,2127
22.2351154744308,2139
22.2967982501654,2136
22.3586504078882,2170
22.420671947599,2161
22.482862869298,2164
22.545223172985,2127
22.6077528586601,2139
22.6704519263233,2146
22.7333203759746,2136
22.796358207614,2142
22.8595654212415,2182
22.922942016857,2119
22.9864879944607,2160
23.0502033540524,2156
23.1140880956323,2159
23.1781422192002,2133
23.2423657247562,2158
23.3067586123003,2147
23.3713208818325,2166
23.4360525333528,2181
23.5009535668612,2184
23.5660239823577,2132
23.6312637798422,2173
23.6966729593149,2150
23.7622515207756,2148
23.8279994642244,2115
23.8939167896614,2176
23.9600034970864,2176
24.0262595864995,2158
24.0926850579007,2180
24.1592799112899,2179
24.2260441466673,2203
24.2929777640328,2179
24.3600807633863,2185
24.427353144728,2240
24.4947949080577,2191
24.5624060533755,2203
24.6301865806815,2238
24.6981364899755,2264
24.7662557812576,2391
24.8345444545277,2551
24.903002509786,2760
24.9716299470324,2979
25.0404267662669,3116
25.1093929674894,3182
25.1785285507,3266
25.2478335158988,3173
25.3173078630856,3142
25.3869515922605,3003
25.4567647034235,2926
25.5267471965746,2825
25.5968990717138,2703
25.667220328841,2644
25.7377109679564,2569
25.8083709890598,2509
25.8792003921514,2440
25.950199177231,2435
26.0213673442988,2412
26.0927048933546,2333
26.1642118243985,2321
26.2358881374305,2280
26.3077338324505,2299
26.3797489094587,2243
26.451933368455,2200
26.5242872094393,2234
26.5968104324118,2196
26.6695030373723,2193
26.742365024321,2212
26.8153963932577,2232
26.8885971441825,2203
26.9619672770954,2191
27.0355067919964,2178
27.1092156888854,2233
27.1830939677626,2230
27.2571416286279,2176
27.3313586714812,2172
27.4057450963227,2168
27.4803009031522,2190
27.5550260919698,2172
27.6299206627755,2173
27.7049846155693,2134
27.7802179503512,2196
27.8556206671212,2166
27.9311927658793,2174
28.0069342466254,2180
28.0828451093597,2239
28.158925354082,2206
28.2351749807925,2217
28.311593989491,2237
28.3881823801776,2226
28.4649401528523,2203
28.5418673075151,2196
28.618963844166,2235
28.696229762805,2201
28.773665063432,2205
28.8512697460472,2214
28.9290438106504,2183
29.0069872572418,2210
29.0851000858212,2208
29.1633822963887,2201
29.2418338889444,2243
29.320454863488,2214
29.3992452200198,2196
29.4782049585397,2236
29.5573340790477,2244
29.6366325815438,2220
29.7161004660279,2189
29.7957377325001,2204
29.8755443809605,2196
29.9555204114089,2191
30.0356658238454,2174
30.11598061827,2188
30.1964647946827,2159
30.2771183530835,2194
30.3579412934724,2195
30.4389336158493,2213
30.5200953202144,2196
30.6014264065675,2187
30.6829268749088,2180
30.7645967252381,2154
30.8464359575555,2193
30.928444571861,2183
31.0106225681546,2161
31.0929699464363,2160
31.1754867067061,2217
31.258172848964,2204
31.3410283732099,2168
31.424053279444,2175
31.5072475676661,2254
31.5906112378763,2792
31.6741442900747,3859
31.7578467242611,4561
31.8417185404356,4274
31.9257597385982,3545
32.0099703187488,3203
32.0943502808876,3329
32.1788996250145,3614
32.2636183511294,3993
32.3485064592325,4329
32.4335639493236,4513
32.5187908214028,4572
32.6041870754701,4717
32.6897527115256,4908
32.7754877295691,5031
32.8613921296006,5105
32.9474659116203,5103
33.0337090756281,5156
33.1201216216239,5129
33.2067035496079,5093
33.2934548595799,4955
33.3803755515401,4822
33.4674656254883,4703
33.5547250814246,4611
33.642153919349,4451
33.7297521392615,4315
33.8175197411621,4206
33.9054567250507,4043
33.9935630909275,3944
34.0818388387923,3801
34.1702839686453,3634
34.2588984804863,3541
34.3476823743154,3517
34.4366356501327,3365
34.525758307938,3236
34.6150503477313,3127
34.7045117695128,3080
34.7941425732824,2978
34.8839427590401,2934
34.9739123267858,2923
35.0640512765197,2868
35.1543596082416,2857
35.2448373219516,2795
35.3354844176497,2734
35.426300895336,2776
35.5172867550103,2742
35.6084419966726,2739
35.6997666203231,2708
35.7912606259617,2737
35.8829240135883,2746
35.9747567832031,2715
36.0667589348059,2706
36.1589304683969,2662
36.2512713839759,2648
36.343781681543,2698
36.4364613610982,2789
36.5293104226415,2927
36.6223288661729,3108
36.7155166916923,3180
36.8088738991999,3281
36.9024004886956,3228
36.9960964601793,3126
37.0899618136511,3046
37.1839965491111,2932
37.2782006665591,2833
37.3725741659952,2777
37.4671170474194,2707
37.5618293108317,2646
37.656710956232,2631
37.7517619836205,2633
37.8469823929971,2585
37.9423721843617,2567
38.0379313577144,2581
38.1336599130553,2588
38.2295578503842,2672
38.3256251697012,2839
38.4218618710063,3061
38.5182679542995,3297
38.6148434195808,3416
38.7115882668501,3496
38.8085024961076,3568
38.9055861073532,3509
39.0028391005868,3432
39.1002614758085,3309
39.1978532330183,3239
39.2956143722163,3107
39.3935448934023,2954
39.4916447965764,2844
39.5899140817385,2775
39.6883527488888,2748
39.7869607980272,2732
39.8857382291536,2636
39.9846850422682,2637
40.0838012373708,2630
40.1830868144615,2631
40.2825417735404,2585
40.3821661146073,2611
40.4819598376623,2623
40.5819229427054,2641
40.6820554297365,2622
40.7823572987558,2622
40.8828285497632,2599
40.9834691827586,2569
41.0842791977422,2570
41.1852585947138,2538
41.2864073736735,2483
41.3877255346213,2492
41.4892130775572,2432
41.5908700024812,2410
41.6926963093933,2455
41.7946919982935,2403
41.8968570691817,2397
41.9991915220581,2404
42.1016953569225,2363
42.204368573775,2385
42.3072111726157,2408
42.4102231534444,2386
42.5134045162612,2448
42.6167552610661,2407
42.7202753878591,2442
42.8239648966401,2395
42.9278237874093,2438
43.0318520601666,2463
43.1360497149119,2451
43.2404167516454,2402
43.3449531703669,2424
43.4496589710765,2404
43.5545341537742,2379
43.65957871846,2318
43.7647926651339,2405
43.8701759937959,2366
43.975728704446,2359
44.0814507970841,2349
44.1873422717104,2324
44.2934031283247,2380
44.3996333669271,2373
44.5060329875177,2305
44.6126019900963,2311
44.719340374663,2307
44.8262481412178,2370
44.9333252897607,2360
45.0405718202916,2390
45.1479877328107,2390
45.2555730273179,2419
45.3633277038131,2428
45.4712517622964,2380
45.5793452027678,2385
45.6876080252274,2358
45.796040229675,2410
45.9046418161107,2327
46.0134127845345,2338
46.1223531349463,2349
46.2314628673463,2342
46.3407419817344,2329
46.4501904781105,2334
46.5598083564748,2369
46.6695956168271,2461
46.7795522591675,2874
46.889678283496,4363
46.9999736898126,6084
47.1104384781173,6096
47.2210726484101,4985
47.331876200691,4142
47.4428491349599,3856
47.553991451217,3678
47.6653031494621,3606
47.7767842296954,3640
47.8884346919167,3735
48.0002545361261,3963
48.1122437623236,4419
48.2244023705092,4992
48.3367303606829,5468
48.4492277328446,5702
48.5618944869945,5692
48.6747306231325,5493
48.7877361412585,5267
48.9009110413727,5100
49.0142553234749,4825
49.1277689875652,4507
49.2414520336436,4174
49.3553044617101,3992
49.4693262717647,3887
49.5835174638074,3682
49.6978780378381,3649
49.812407993857,3609
49.927107331864,3563
50.041976051859,3479
50.1570141538421,3419
50.2722216378134,3412
50.3875985037727,3383
50.5031447517201,3342
50.6188603816556,3268
50.7347453935791,3149
50.8507997874908,3123
50.9670235633906,3073
51.0834167212784,3108
51.1999792611544,3161
51.3167111830184,3132
51.4336124868705,3136
51.5506831727108,3134
51.6679232405391,3168
51.7853326903554,3189
51.9029115221599,3263
52.0206597359525,3378
52.1385773317332,3389
52.256664309502,3364
52.3749206692588,3300
52.4933464110037,3247
52.6119415347368,3227
52.7307060404579,3130
52.8496399281671,3120
52.9687431978644,3043
53.0880158495498,2997
53.2074578832233,2912
53.3270692988848,2868
53.4468500965345,2815
53.5668002761723,2901
53.6869198377981,3094
53.807208781412,3290
53.9276671070141,3410
54.0482948146042,3591
54.1690919041824,3690
54.2900583757487,3686
54.411194229303,3643
54.5324994648455,3519
54.6539740823761,3451
54.7756180818948,3334
54.8974314634015,3226
55.0194142268963,3116
55.1415663723793,2997
55.2638878998503,2958
55.3863788093094,2864
55.5090391007566,2814
55.6318687741919,2768
55.7548678296153,2695
55.8780362670267,2639
56.0013740864263,2631
56.1248812878139,2595
56.2485578711897,2626
56.3724038365535,2568
56.4964191839054,2577
56.6206039132454,2553
56.7449580245735,2525
56.8694815178897,2555
56.994174393194,2484
57.1190366504864,2484
57.2440682897668,2465
57.3692693110354,2430
57.4946397142921,2429
57.6201794995368,2431
57.7458886667696,2374
57.8717672159905,2395
57.9978151471995,2381
58.1240324603966,2353
58.2504191555818,2393
58.3769752327551,2473
58.5037006919165,2493
58.6305955330659,2541
58.7576597562035,2677
58.8848933613291,2843
59.0122963484428,3040
59.1398687175447,3297
59.2676104686346,3462
59.3955216017126,3593
59.5236021167787,3594
59.6518520138328,3621
59.7802712928751,3800
59.9088599539055,4168
60.0376179969239,4572
60.1665454219305,4891
60.2956422289251,5163
60.4249084179078,5232
60.5543439888786,5081
60.6839489418375,4850
60.8137232767845,4688
60.9436669937196,4579
61.0737800926428,4542
61.2040625735541,4443
61.3345144364534,4312
61.4651356813409,4263
61.5959263082164,4361
61.72688631708,4591
61.8580157079317,4950
61.9893144807715,5272
62.1207826355994,5484
62.2524201724154,5504
62.3842270912195,5333
62.5162033920117,5159
62.6483490747919,4845
62.7806641395603,4652
62.9131485863167,4508
63.0458024150613,4299
63.1786256257939,4162
63.3116182185146,4025
63.4447801932234,3926
63.5781115499203,3950
63.7116122886053,4027
63.8452824092784,4181
63.9791219119395,4284
64.1131307965888,4241
64.2473090632261,4119
64.3816567118515,4012
64.5161737424651,3742
64.6508601550667,3620
64.7857159496564,3476
64.9207411262342,3396
65.0559356848001,3290
65.1912996253541,3226
65.3268329478961,3146
65.4625356524263,3124
65.5984077389445,3135
65.7344492074509,3126
65.8706600579453,3118
66.0070402904278,3031
66.1435899048984,2980
66.2803089013571,2945
66.4171972798039,2905
66.5542550402388,2920
66.6914821826618,2912
66.8288787070728,2853
66.966444613472,2859
67.1041799018592,2861
67.2420845722346,2852
67.380158624598,2980
67.5184020589495,3052
67.6568148752891,3022
67.7953970736168,2911
67.9341486539326,2809
68.0730696162364,2832
68.2121599605284,2815
68.3514196868085,2803
68.4908487950766,2791
68.6304472853328,2733
68.7702151575772,2703
68.9101524118096,2651
69.0502590480301,2645
69.1905350662387,2661
69.3309804664354,2659
69.4715952486202,2655
69.612379412793,2641
69.753332958954,2649
69.894455887103,2586
70.0357481972402,2588
70.1772098893654,2590
70.3188409634787,2604
70.4606414195801,2609
70.6026112576697,2693
70.7447504777472,2713
70.8870590798129,2695
71.0295370638667,2870
71.1721844299086,2983
71.3150011779385,3034
71.4579873079565,3127
71.6011428199627,3275
71.7444677139569,3373
71.8879619899392,3532
72.0316256479096,3721
72.1754586878681,3789
72.3194611098147,3723
72.4636329137494,3668
72.6079740996722,3571
72.752484667583,3548
72.897164617482,3615
73.042013949369,3590
73.1870326632441,3593
73.3322207591073,3868
73.4775782369586,4353
73.6231050967981,5020
73.7688013386256,5466
73.9146669624411,5610
74.0607019682448,5461
74.2069063560366,5164
74.3532801258164,4975
74.4998232775844,4822
74.6465358113404,4838
74.7934177270845,4865
74.9404690248167,4746
75.087689704537,4599
75.2350797662454,4520
75.3826392099419,4459
75.5303680356265,4538
75.6782662432992,4557
75.8263338329599,4559
75.9745708046087,4550
76.1229771582457,4328
76.2715528938707,4234
