"M.Z","Intensity"
10.8114252413468,2127
10.8200359906697,2101
10.8284773580044,2099
10.8367493433511,2036
10.8448519467097,2081
10.8527851680802,2037
10.8605490074625,2037
10.8681434648568,1989
10.8755685402631,1987
10.8828242336812,2054
10.8899105451112,2036
10.8968274745532,2137
10.903575022007,2008
10.9101531874728,1949
10.9165619709504,1938
10.92280137244,1927
10.9288713919415,1896
10.9347720294549,1901
10.9405032849802,1888
10.9460651585174,1930
10.9514576500666,2020
10.9566807596276,2256
10.9617344872005,2294
10.9666188327854,2372
10.9713337963822,2365
10.9758793779908,2354
10.9802555776114,2373
10.9844623952439,2310
10.9884998308883,2389
10.9923678845447,2215
10.9960665562129,2142
10.999595845893,2023
11.0029557535851,1994
11.006146279289,2008
11.0091674230049,2073
11.0120191847326,2211
11.0147015644723,2209
11.0172145622239,2350
11.0195581779874,2265
11.0217324117628,2262
11.0237372635501,2282
11.0255727333494,2166
11.0272388211605,2264
11.0287355269836,2172
11.0300628508185,2113
11.0312207926654,2074
11.0322093525242,1953
11.0330285303949,1879
11.0336783262775,1900
11.034158740172,1949
11.0344697720784,1971
11.0346114219967,1979
11.0346583079275,1955
11.0348554219853,1917
11.0352219180313,1974
11.0357577960653,2114
11.0364630560874,2075
11.0373376980976,2165
11.038381722096,2102
11.0395951280823,2102
11.0409779160568,2074
11.0425300860194,2146
11.0442516379701,2165
11.0461425719088,2132
11.0482028878357,2200
11.0504325857506,2192
11.0528316656537,2168
11.0554001275448,2174
11.058137971424,2204
11.0610451972913,2230
11.0641218051467,2293
11.0673677949902,2298
11.0707831668217,2310
11.0743679206414,2279
11.0781220564491,2221
11.082045574245,2263
11.0861384740289,2206
11.0904007558009,2229
11.0948324195611,2199
11.0994334653093,2189
11.1042038930456,2105
11.1091437027699,2094
11.1142528944824,2072
11.119531468183,2064
11.1249794238716,2037
11.1305967615484,2043
11.1363834812132,1976
11.1423395828661,1956
11.1484650665072,1963
11.1547599321363,1951
11.1612241797535,1941
11.1678578093588,1989
11.1746608209521,1946
11.1816332145336,1986
11.1887749901032,1983
11.1960861476608,2007
11.2035666872066,1985
11.2112166087404,2049
11.2190359122623,2079
11.2270245977723,2107
11.2351826652704,2115
11.2435101147566,2138
11.2520069462309,2144
