"M.Z","Intensity"
10.8114252413468,2179
10.8200359906697,2147
10.8284773580044,2098
10.8367493433511,2086
10.8448519467097,2110
10.8527851680802,2039
10.8605490074625,2062
10.8681434648568,2064
10.8755685402631,2034
10.8828242336812,2025
10.8899105451112,2095
10.8968274745532,2141
10.903575022007,2028
10.9101531874728,1962
10.9165619709504,1989
10.92280137244,1927
10.9288713919415,1942
10.9347720294549,1975
10.9405032849802,1863
10.9460651585174,1997
10.9514576500666,2062
10.9566807596276,2254
10.9617344872005,2322
10.9666188327854,2417
10.9713337963822,2437
10.9758793779908,2386
10.9802555776114,2424
10.9844623952439,2306
10.9884998308883,2422
10.9923678845447,2256
10.9960665562129,2191
10.999595845893,2104
11.0029557535851,2044
11.006146279289,2057
11.0091674230049,2108
11.0120191847326,2241
11.0147015644723,2207
11.0172145622239,2302
11.0195581779874,2231
11.0217324117628,2244
11.0237372635501,2329
11.0255727333494,2188
11.0272388211605,2232
11.0287355269836,2148
11.0300628508185,2094
11.0312207926654,2054
11.0322093525242,1932
11.0330285303949,1908
11.0336783262775,1871
11.034158740172,1903
11.0344697720784,2011
11.0346114219967,1998
11.0346583079275,2011
11.0348554219853,2079
11.0352219180313,2042
11.0357577960653,2149
11.0364630560874,2215
11.0373376980976,2250
11.038381722096,2245
11.0395951280823,2245
11.0409779160568,2205
11.0425300860194,2219
11.0442516379701,2205
11.0461425719088,2228
11.0482028878357,2241
11.0504325857506,2215
11.0528316656537,2211
11.0554001275448,2213
11.058137971424,2216
11.0610451972913,2211
11.0641218051467,2237
11.0673677949902,2269
11.0707831668217,2272
11.0743679206414,2230
11.0781220564491,2221
11.082045574245,2164
11.0861384740289,2138
11.0904007558009,2181
11.0948324195611,2138
11.0994334653093,2124
11.1042038930456,2107
11.1091437027699,2081
11.1142528944824,2035
11.119531468183,2061
11.1249794238716,2063
11.1305967615484,2133
11.1363834812132,2033
11.1423395828661,2091
11.1484650665072,2055
11.1547599321363,2048
11.1612241797535,2092
11.1678578093588,2078
11.1746608209521,2119
11.1816332145336,2128
11.1887749901032,2127
11.1960861476608,2097
11.2035666872066,2136
11.2112166087404,2139
11.2190359122623,2199
11.2270245977723,2170
11.2351826652704,2185
11.2435101147566,2184
11.2520069462309,2129
11.2606731596933,2153
11.2695087551437,2175
11.2785137325823,2137
11.2876880920089,2190
11.2970318334237,2150
11.3065449568265,2155
11.3162274622174,2157
11.3260793495964,2146
11.3361006189635,2111
11.3462912703187,2216
11.356651303662,2162
11.3671807189933,2154
11.3778795163128,2201
11.3887476956204,2133
11.399785256916,2133
11.4109922001997,2162
11.4223685254715,2157
11.4339142327314,2176
11.4456293219794,2128
11.4575137932155,2171
11.4695676464397,2160
11.481790881652,2157
11.4941834988524,2161
11.5067454980408,2212
11.5194768792173,2178
11.532377642382,2173
11.5454477875347,2202
11.5586873146755,2152
11.5720962238044,2186
11.5856745149214,2170
11.5994221880265,2164
11.6133392431197,2189
11.6274256802009,2176
11.6416814992703,2124
11.6561067003277,2151
11.6707012833733,2146
11.6854652484069,2162
11.7003985954286,2104
11.7155013244384,2150
11.7307734354363,2135
11.7462149284223,2097
11.7618258033964,2123
11.7776060603586,2089
11.7935556993088,2114
11.8096747202472,2121
11.8259631231736,2129
11.8424209080881,2130
11.8590480749908,2090
11.8758446238815,2100
11.8928105547603,2105
11.9099458676272,2139
11.9272505624822,2137
11.9447246393252,2119
11.9623680981564,2131
11.9801809389756,2119
11.998163161783,2129
12.0163147665784,2147
12.0346357533619,2101
12.0531261221336,2154
12.0717858728933,2164
12.0906150056411,2143
12.109613520377,2201
12.1287814171009,2098
12.148118695813,2158
12.1676253565132,2187
12.1873013992014,2189
12.2071468238777,2181
12.2271616305422,2165
12.2473458191947,2195
12.2676993898353,2157
12.288222342464,2169
12.3089146770808,2192
12.3297763936857,2203
12.3508074922786,2158
12.3720079728597,2194
12.3933778354288,2155
12.4149170799861,2195
12.4366257065314,2110
12.4585037150648,2178
12.4805511055864,2175
12.502767878096,2151
12.5251540325937,2147
12.5477095690794,2150
12.5704344875533,2145
12.5933287880153,2147
12.6163924704653,2114
12.6396255349035,2154
12.6630279813297,2148
12.686599809744,2192
12.7103410201465,2141
12.734251612537,2120
12.7583315869156,2137
12.7825809432823,2182
12.806999681637,2116
12.8315878019799,2162
12.8563453043109,2157
12.8812721886299,2123
12.9063684549371,2159
12.9316341032323,2160
12.9570691335156,2182
12.982673545787,2148
13.0084473400465,2181
13.0343905162941,2154
13.0605030745298,2173
13.0867850147536,2173
13.1132363369654,2180
13.1398570411654,2170
13.1666471273534,2195
13.1936065955296,2159
13.2207354456938,2172
13.2480336778461,2164
13.2755012919865,2195
13.303138288115,2164
13.3309446662316,2140
13.3589204263363,2162
13.387065568429,2175
13.4153800925099,2163
13.4438639985788,2132
13.4725172866359,2166
13.501339956681,2151
13.5303320087142,2134
13.5594934427355,2104
13.5888242587449,2140
13.6183244567424,2148
13.647994036728,2111
13.6778329987017,2091
13.7078413426634,2138
13.7380190686133,2057
13.7683661765512,2166
13.7988826664773,2102
13.8295685383914,2100
13.8604237922936,2119
13.8914484281839,2124
13.9226424460623,2137
13.9540058459288,2113
13.9855386277833,2121
14.017240791626,2162
14.0491123374568,2172
14.0811532652756,2147
14.1133635750826,2151
14.1457432668776,2164
14.1782923406607,2168
14.2110107964319,2177
14.2438986341912,2207
14.2769558539386,2177
14.3101824556741,2183
14.3435784393976,2173
14.3771438051093,2213
14.410878552809,2170
14.4447826824969,2201
14.4788561941728,2163
14.5130990878368,2229
14.5475113634889,2153
14.5820930211291,2202
14.6168440607574,2157
14.6517644823738,2179
14.6868542859783,2189
14.7221134715709,2160
14.7575420391515,2145
14.7931399887202,2136
14.8289073202771,2152
14.864844033822,2124
14.900950129355,2150
14.9372256068761,2122
14.9736704663853,2153
15.0102847078826,2134
15.047068331368,2102
15.0840213368415,2124
15.121143724303,2124
15.1584354937527,2132
15.1958966451904,2119
15.2335271786162,2124
15.2713270940301,2131
15.3092963914321,2122
15.3474350708222,2146
15.3857431322004,2143
15.4242205755667,2159
15.4628674009211,2146
15.5016836082635,2128
15.5406691975941,2165
15.5798241689127,2196
15.6191485222195,2148
15.6586422575143,2182
15.6983053747972,2145
15.7381378740682,2146
15.7781397553273,2185
15.8183110185745,2159
15.8586516638098,2169
15.8991616910331,2158
15.9398411002446,2170
15.9806898914441,2164
16.0217080646318,2149
16.0628956198075,2162
16.1042525569713,2165
16.1457788761232,2160
16.1874745772632,2162
16.2293396603913,2161
16.2713741255075,2148
16.3135779726117,2154
16.3559512017041,2142
16.3984938127846,2163
16.4412058058531,2126
16.4840871809097,2138
16.5271379379544,2166
16.5703580769873,2132
16.6137475980082,2120
16.6573065010171,2132
16.7010347860142,2199
16.7449324529994,2131
16.7889995019727,2167
16.833235932934,2125
16.8776417458835,2185
16.922216940821,2126
16.9669615177466,2164
17.0118754766603,2180
17.0569588175621,2107
17.102211540452,2176
17.14763364533,2180
17.1932251321961,2181
17.2389860010503,2116
17.2849162518925,2193
17.3310158847229,2129
17.3772848995413,2163
17.4237232963478,2180
17.4703310751424,2166
17.5171082359252,2137
17.564054778696,2140
17.6111707034548,2182
17.6584560102018,2162
17.7059106989369,2155
17.75353476966,2155
17.8013282223713,2117
17.8492910570706,2181
17.8974232737581,2140
17.9457248724336,2155
17.9941958530972,2165
18.0428362157489,2155
18.0916459603887,2104
18.1406250870166,2135
18.1897735956326,2153
18.2390914862366,2154
18.2885787588288,2123
18.338235413409,2142
18.3880614499774,2131
18.4380568685338,2146
18.4882216690783,2134
18.5385558516109,2169
18.5890594161316,2157
18.6397323626404,2164
18.6905746911373,2116
18.7415864016222,2149
18.7927674940953,2152
18.8441179685564,2165
18.8956378250057,2158
18.947327063443,2135
