"M.Z","Intensity"
10.8114252413468,2151
10.8200359906697,2161
10.8284773580044,2133
10.8367493433511,2019
10.8448519467097,2103
10.8527851680802,2037
10.8605490074625,2064
10.8681434648568,2005
10.8755685402631,2054
10.8828242336812,2046
10.8899105451112,2078
10.8968274745532,2124
10.903575022007,2030
10.9101531874728,1963
10.9165619709504,1980
10.92280137244,1916
10.9288713919415,1902
10.9347720294549,1968
10.9405032849802,1879
10.9460651585174,1950
10.9514576500666,2080
10.9566807596276,2286
10.9617344872005,2310
10.9666188327854,2406
10.9713337963822,2366
10.9758793779908,2378
10.9802555776114,2459
10.9844623952439,2295
10.9884998308883,2455
10.9923678845447,2260
10.9960665562129,2153
10.999595845893,2054
11.0029557535851,2035
11.006146279289,2082
11.0091674230049,2099
11.0120191847326,2185
11.0147015644723,2221
11.0172145622239,2293
11.0195581779874,2238
11.0217324117628,2234
11.0237372635501,2312
11.0255727333494,2207
11.0272388211605,2194
11.0287355269836,2146
11.0300628508185,2091
11.0312207926654,2013
11.0322093525242,1946
11.0330285303949,1872
11.0336783262775,1897
11.034158740172,1928
11.0344697720784,1938
11.0346114219967,2006
11.0346583079275,1999
11.0348554219853,2032
11.0352219180313,2098
11.0357577960653,2103
11.0364630560874,2212
11.0373376980976,2274
11.038381722096,2245
11.0395951280823,2238
11.0409779160568,2191
11.0425300860194,2203
11.0442516379701,2206
11.0461425719088,2206
11.0482028878357,2227
11.0504325857506,2212
11.0528316656537,2213
11.0554001275448,2206
11.058137971424,2197
11.0610451972913,2199
11.0641218051467,2243
11.0673677949902,2235
11.0707831668217,2244
11.0743679206414,2234
11.0781220564491,2216
11.082045574245,2174
11.0861384740289,2146
11.0904007558009,2137
11.0948324195611,2167
11.0994334653093,2110
11.1042038930456,2093
11.1091437027699,2089
11.1142528944824,2032
11.119531468183,2047
11.1249794238716,2092
11.1305967615484,2066
11.1363834812132,2078
11.1423395828661,2045
11.1484650665072,2046
11.1547599321363,2030
11.1612241797535,2090
11.1678578093588,2094
11.1746608209521,2090
11.1816332145336,2110
11.1887749901032,2124
11.1960861476608,2090
11.2035666872066,2129
11.2112166087404,2163
11.2190359122623,2160
11.2270245977723,2176
11.2351826652704,2141
11.2435101147566,2205
11.2520069462309,2147
11.2606731596933,2134
11.2695087551437,2143
11.2785137325823,2156
11.2876880920089,2167
11.2970318334237,2134
11.3065449568265,2161
11.3162274622174,2155
11.3260793495964,2112
11.3361006189635,2151
11.3462912703187,2158
11.356651303662,2197
11.3671807189933,2161
11.3778795163128,2140
11.3887476956204,2136
11.399785256916,2166
11.4109922001997,2145
11.4223685254715,2177
11.4339142327314,2119
11.4456293219794,2173
11.4575137932155,2129
11.4695676464397,2147
11.481790881652,2173
11.4941834988524,2148
11.5067454980408,2171
11.5194768792173,2193
11.532377642382,2165
11.5454477875347,2148
11.5586873146755,2176
11.5720962238044,2191
11.5856745149214,2141
11.5994221880265,2161
11.6133392431197,2157
11.6274256802009,2172
11.6416814992703,2128
11.6561067003277,2129
11.6707012833733,2150
11.6854652484069,2138
11.7003985954286,2097
11.7155013244384,2144
11.7307734354363,2107
11.7462149284223,2096
11.7618258033964,2100
11.7776060603586,2134
11.7935556993088,2102
11.8096747202472,2118
11.8259631231736,2137
11.8424209080881,2094
11.8590480749908,2099
11.8758446238815,2107
11.8928105547603,2129
11.9099458676272,2112
11.9272505624822,2125
11.9447246393252,2109
11.9623680981564,2127
11.9801809389756,2086
11.998163161783,2080
12.0163147665784,2135
12.0346357533619,2116
12.0531261221336,2171
12.0717858728933,2124
12.0906150056411,2139
12.109613520377,2149
12.1287814171009,2137
12.148118695813,2170
