"M.Z","Intensity"
10.8114252413468,2173
10.8200359906697,2141
10.8284773580044,2123
10.8367493433511,2042
10.8448519467097,2086
10.8527851680802,2050
10.8605490074625,2031
10.8681434648568,2067
10.8755685402631,2017
10.8828242336812,2061
10.8899105451112,2080
10.8968274745532,2129
10.903575022007,2023
10.9101531874728,1989
10.9165619709504,1987
10.92280137244,1928
10.9288713919415,1922
10.9347720294549,1985
10.9405032849802,1897
10.9460651585174,1939
10.9514576500666,2082
10.9566807596276,2304
10.9617344872005,2329
10.9666188327854,2416
10.9713337963822,2421
10.9758793779908,2359
10.9802555776114,2465
10.9844623952439,2320
10.9884998308883,2455
10.9923678845447,2255
10.9960665562129,2193
10.999595845893,2046
11.0029557535851,2059
11.006146279289,2078
11.0091674230049,2122
11.0120191847326,2197
11.0147015644723,2230
11.0172145622239,2303
11.0195581779874,2263
11.0217324117628,2261
11.0237372635501,2305
11.0255727333494,2194
11.0272388211605,2233
11.0287355269836,2149
11.0300628508185,2120
11.0312207926654,2044
11.0322093525242,1933
11.0330285303949,1876
11.0336783262775,1891
11.034158740172,1953
11.0344697720784,1957
11.0346114219967,2000
11.0346583079275,2032
11.0348554219853,2045
11.0352219180313,2074
11.0357577960653,2105
11.0364630560874,2218
11.0373376980976,2279
11.038381722096,2253
11.0395951280823,2235
11.0409779160568,2203
11.0425300860194,2206
11.0442516379701,2196
11.0461425719088,2244
11.0482028878357,2236
11.0504325857506,2197
11.0528316656537,2249
11.0554001275448,2213
11.058137971424,2179
11.0610451972913,2197
11.0641218051467,2268
11.0673677949902,2311
11.0707831668217,2251
11.0743679206414,2252
11.0781220564491,2215
11.082045574245,2176
11.0861384740289,2184
11.0904007558009,2187
11.0948324195611,2183
11.0994334653093,2151
11.1042038930456,2130
11.1091437027699,2055
11.1142528944824,2060
11.119531468183,2078
11.1249794238716,2105
11.1305967615484,2079
11.1363834812132,2050
11.1423395828661,2053
11.1484650665072,2026
11.1547599321363,2051
11.1612241797535,2100
11.1678578093588,2065
11.1746608209521,2113
11.1816332145336,2106
11.1887749901032,2094
11.1960861476608,2119
11.2035666872066,2097
11.2112166087404,2168
11.2190359122623,2159
11.2270245977723,2163
11.2351826652704,2194
11.2435101147566,2162
11.2520069462309,2157
11.2606731596933,2161
11.2695087551437,2159
11.2785137325823,2193
11.2876880920089,2170
11.2970318334237,2202
11.3065449568265,2158
11.3162274622174,2142
11.3260793495964,2174
11.3361006189635,2205
11.3462912703187,2191
11.356651303662,2192
11.3671807189933,2179
11.3778795163128,2177
11.3887476956204,2154
11.399785256916,2158
11.4109922001997,2159
11.4223685254715,2196
11.4339142327314,2133
11.4456293219794,2136
11.4575137932155,2161
11.4695676464397,2168
11.481790881652,2147
11.4941834988524,2145
11.5067454980408,2210
11.5194768792173,2159
11.532377642382,2180
11.5454477875347,2160
11.5586873146755,2179
11.5720962238044,2174
11.5856745149214,2177
11.5994221880265,2194
11.6133392431197,2148
11.6274256802009,2140
11.6416814992703,2157
11.6561067003277,2193
11.6707012833733,2126
11.6854652484069,2137
11.7003985954286,2135
11.7155013244384,2142
11.7307734354363,2130
11.7462149284223,2106
11.7618258033964,2122
11.7776060603586,2130
11.7935556993088,2127
11.8096747202472,2107
11.8259631231736,2141
11.8424209080881,2099
11.8590480749908,2126
11.8758446238815,2130
11.8928105547603,2149
11.9099458676272,2124
11.9272505624822,2145
11.9447246393252,2102
11.9623680981564,2130
11.9801809389756,2126
11.998163161783,2156
12.0163147665784,2109
12.0346357533619,2167
12.0531261221336,2117
12.0717858728933,2163
12.0906150056411,2156
12.109613520377,2135
12.1287814171009,2196
12.148118695813,2143
12.1676253565132,2181
